id,date,user_displayname,user_followers_count,user_location,place_name,place_country,like_count,content,sentiment_mc,irony_mc,subjectivity_mc,sentiment,content_clean,sentiment_cloud
1435018324711247872,2021-09-06 23:13:24+00:00,Georgina Jiménez,909,,Bolivia,Bolivia,0,"Vacunados con Sputnik V en mayo, siguen cargando con irresponsabilidad autoridades."" No se podrán adelantar fechas de vacunación, por lo que las personas que recibieron la primera dosis de la vacuna rusa en mayo deben esperar la llegada de otro lote"". https://t.co/weQ7BFKVv5",N,NONIRONIC,OBJECTIVE,neg,Vacunados con Sputnik V en mayo siguen cargando con irresponsabilidad autoridades No se podrán adelantar fechas de vacunación por lo que las personas que recibieron la primera dosis de la vacuna rusa en mayo deben esperar la llegada de otro lote,Negative
1434149047196167936,2021-09-04 13:39:12+00:00,Josseph F. Vargas Barrios,69,"Santa Cruz, Bolivia",Bolivia,Bolivia,0,"¿Y el show para cuándo?, ya no se lo ve al ministropresidente @LuchoXBolivia montado en las cajas con el puño en alto. 😂😂😂🤡🤡🤡

Llegan 30.000 segundas dosis de Sputnik V y aún faltan 293.000 para quienes se vacunaron desde mediados de mayo.
https://t.co/LP7WVHPlEi",N,NONIRONIC,OBJECTIVE,neg,Y el show para cuándo ya no se lo ve al ministropresidente montado en las cajas con el puño en alto Llegan 30 000 segundas dosis de Sputnik V y aún faltan 293 000 para quienes se vacunaron desde mediados de mayo,Negative
1433397993064082944,2021-09-02 11:54:47+00:00,Miroslava Fernández,24413,Cochabamba | La Paz | World,Bolivia,Bolivia,0,"El  13 de agosto el país recibió 150 mil de la 2da dosis de la Sputnik V, por la alta demanda el lote se terminó en pocos días. Desde esa fecha, el Gob. anunció al menos 3 veces la llegada de un nuevo envío de este 2do componente, pero no recibió nada.
 https://t.co/vVcTPU4EfN",N,NONIRONIC,OBJECTIVE,neg,El 13 de agosto el país recibió 150 mil de la 2da dosis de la Sputnik V por la alta demanda el lote se terminó en pocos días Desde esa fecha el Gob anunció al menos 3 veces la llegada de un nuevo envío de este 2do componente pero no recibió nada,Negative
1432356228554969088,2021-08-30 14:55:11+00:00,María Fernanda Alandia,78,Bolivia,Bolivia,Bolivia,0,Hay un nuevo cronograma para la segunda dosis de Sputnik? Dónde están vacunando?,NONE,NONIRONIC,OBJECTIVE,neu,Hay un nuevo cronograma para la segunda dosis de Sputnik Dónde están vacunando,Neutral
1428028002454155008,2021-08-18 16:16:21+00:00,Marcelo Paz Soldan,3662,"Cochabamba, Bolivia",Bolivia,Bolivia,4,"A pesar de que acá hay las segundas dosis de las vacunas Sputnik, sólo la administran a los que están asegurados a la Caja Nacional. De no creer!!! https://t.co/2kRRfslDVJ",N,NONIRONIC,OBJECTIVE,neg,A pesar de que acá hay las segundas dosis de las vacunas Sputnik sólo la administran a los que están asegurados a la Caja Nacional De no creer,Negative
1427951272771138048,2021-08-18 11:11:28+00:00,willma arancibia,63,,Bolivia,Bolivia,1,"Escuchando las noticias todos comentan el informe del GIE, pero a continuación la propaganda del gobierno distorsiona a su favor utilizando sólo partes. Y yo solo esperando noticias de la segunda vacuna sputnik v y naides informa, iré a buscar ni modo.",N,NONIRONIC,OBJECTIVE,neg,Escuchando las noticias todos comentan el informe del GIE pero a continuación la propaganda del gobierno distorsiona a su favor utilizando sólo partes Y yo solo esperando noticias de la segunda vacuna sputnik v y naides informa iré a buscar ni modo,Negative
1427692524353860096,2021-08-17 18:03:17+00:00,Marcelo Paz Soldan,3662,"Cochabamba, Bolivia",Bolivia,Bolivia,17,"He salido, nuevamente, en busca de la 2 dosis de Sputnik. El 1er lugar, donde originalmente me vacunaron, no había. En el 2do no quisieron hacerlo porque no me vacunaron ahí la primera dosis. En3er se agotó el cupo. En el 4to y 5to se acabó. Al menos ya tengo mi forro de plástico",N,NONIRONIC,SUBJECTIVE,neg,He salido nuevamente en busca de la 2 dosis de Sputnik El 1er lugar donde originalmente me vacunaron no había En el 2do no quisieron hacerlo porque no me vacunaron ahí la primera dosis En3er se agotó el cupo En el 4to y 5to se acabó Al menos ya tengo mi forro de plástico,Negative
1427412744358277120,2021-08-16 23:31:32+00:00,Rodri T.,563,"Santa Cruz, Bolivia",Bolivia,Bolivia,7,Agosto de 2021 y los presentadores de noticias bolivianos siguen diciendo “Sputnik CINCO”.,NONE,NONIRONIC,OBJECTIVE,neu,Agosto de 2021 y los presentadores de noticias bolivianos siguen diciendo Sputnik CINCO,Neutral
1427286594210483968,2021-08-16 15:10:16+00:00,Luigi Baudoin,762,Bolivia,Bolivia,Bolivia,3,"Dos buenas, dos malas...Están vacunando con la segunda dosis de la Sputnik y mañana me toca...Hay una cola de tres kilómetros y tendré que madrugar jsjsjs...",P,NONIRONIC,SUBJECTIVE,neu,Dos buenas dos malas Están vacunando con la segunda dosis de la Sputnik y mañana me toca Hay una cola de tres kilómetros y tendré que madrugar jsjsjs,Positive
1425824834697715968,2021-08-12 14:21:45+00:00,Alberto Machicao B.,1016,Bolivia,Bolivia,Bolivia,0,"Strongest recibió de Always Ready, doble “vacunas”, con la Sputnik y la “Rastra Ceneca”😂😂",NONE,NONIRONIC,OBJECTIVE,neu,Strongest recibió de Always Ready doble vacunas con la Sputnik y la Rastra Ceneca,Neutral
1425518378819727104,2021-08-11 18:04:01+00:00,Svetlana Salvatierra Frontanilla,4475,"Santa Cruz, Bolivia",Bolivia,Bolivia,1,"No se agradece nada al Gobierno porque generaron preocupación en adultos mayores a quienes deberían darles #paz. Hoy vacunaron a mi mamá, después de más de 3 meses con la dosis 2 de #Sputnik. La molestia no acaba porque aún no confirman si llegará esta vacuna para los de #octubre",N,NONIRONIC,SUBJECTIVE,neg,No se agradece nada al Gobierno porque generaron preocupación en adultos mayores a quienes deberían darles paz Hoy vacunaron a mi mamá después de más de 3 meses con la dosis 2 de Sputnik La molestia no acaba porque aún no confirman si llegará esta vacuna para los de octubre,Negative
1425113160726482944,2021-08-10 15:13:49+00:00,Alberto Machicao B.,1016,Bolivia,Bolivia,Bolivia,1,@AndrsGomezV @RadioCompanera1 Dónde están!!! Queste las Sputnik V??!?,N,NONIRONIC,OBJECTIVE,neg,Dónde están Queste las Sputnik V,Negative
1424441860395781888,2021-08-08 18:46:19+00:00,David Sueton,232,Cochabamba - Bolivia,Bolivia,Bolivia,0,"Luis Arce: ""Como había comprometido, el Fondo Ruso de Inversión Directa ha entregado a #Bolivia  las segundas dosis necesarias  de la vacuna #Sputnik V. Las vacunas llegan en lotes y comenzarán a aplicarse en esta semana"". https://t.co/fPYjK8950V",P,NONIRONIC,OBJECTIVE,pos,Luis Arce Como había comprometido el Fondo Ruso de Inversión Directa ha entregado a Bolivia las segundas dosis necesarias de la vacuna Sputnik V Las vacunas llegan en lotes y comenzarán a aplicarse en esta semana,Positive
1422637092224524032,2021-08-03 19:14:48+00:00,Fabiana Rabczuk,79,"Santa Cruz, Bolivia",Bolivia,Bolivia,0,@BBlancoF @abi_bolivia @Canal_BoliviaTV @noticiasfides Y pa' cuándo las Sputnik V???? 😠😠😠,N,NONIRONIC,OBJECTIVE,neg,Y pa cuándo las Sputnik V,Negative
1422297238555004928,2021-08-02 20:44:21+00:00,Yesenia Flores Corrales🇧🇴,127,"Bolivia, Santa Cruz ",Bolivia,Bolivia,0,"#SantaCruz
Gobernación exige al Gobierno Nacional dar certidumbre a la población que les toca recibir su segunda dosis de Sputnik V. En agosto más de 43 mil personas esperan completar su esquema de la inmunización con la vacuna rusa. https://t.co/U9k80YYJJ2",N,NONIRONIC,SUBJECTIVE,neg,SantaCruz Gobernación exige al Gobierno Nacional dar certidumbre a la población que les toca recibir su segunda dosis de Sputnik V En agosto más de 43 mil personas esperan completar su esquema de la inmunización con la vacuna rusa,Negative
1421637833740242944,2021-08-01 01:04:06+00:00,Luis Angulo,6,"Cochabamba, Bolivia",Bolivia,Bolivia,0,"@drhuerta en su opinión, cree que es conveniente que me vacune las 2 dosis de Pfizer o moderna estando en USA en noviembre, si no llega la 2da dosis de Sputnik v a Bolivia hasta esa fecha? La 1ra la recibí en Mayo",P,NONIRONIC,SUBJECTIVE,neu,en su opinión cree que es conveniente que me vacune las 2 dosis de Pfizer o moderna estando en USA en noviembre si no llega la 2da dosis de Sputnik v a Bolivia hasta esa fecha La 1ra la recibí en Mayo,Positive
1421579490321474048,2021-07-31 21:12:16+00:00,fernandomaldonado,84,,Bolivia,Bolivia,1,"@rtp_bolivia El Gobierno y sus violentos nos tratan cada día peor, la segunda dosis de sputnik sigue sin aparecer y la trucha defensora no se entera, inventarios tipo de falacias para justificar su violento accionar y apresar a inocentes y los violentos y destructores del país son liberados.",N,NONIRONIC,SUBJECTIVE,neg,El Gobierno y sus violentos nos tratan cada día peor la segunda dosis de sputnik sigue sin aparecer y la trucha defensora no se entera inventarios tipo de falacias para justificar su violento accionar y apresar a inocentes y los violentos y destructores del país son liberados,Negative
1421306302056354048,2021-07-31 03:06:43+00:00,Marcelo Paz Soldan,3662,"Cochabamba, Bolivia",Bolivia,Bolivia,52,"Yo que me he vacunado únicamente con la primera dosis de la Sputnik (la segunda nunca llegó), veo, observo, calladito, a los que ahora se vacunan con la Johnson &amp; johnson.",N,NONIRONIC,OBJECTIVE,neg,Yo que me he vacunado únicamente con la primera dosis de la Sputnik la segunda nunca llegó veo observo calladito a los que ahora se vacunan con la Johnson amp johnson,Negative
1421283502058840064,2021-07-31 01:36:07+00:00,A Gonzalez Rioja,811,Bolivia,Bolivia,Bolivia,0,"Cada vez más países tienen problemas con la Sputnik V: Bolivia analiza combinar vacunas, Guatemala canceló el contrato y México hizo un giro a tiempo https://t.co/qy3h0KTqGl",N,NONIRONIC,OBJECTIVE,neg,Cada vez más países tienen problemas con la Sputnik V Bolivia analiza combinar vacunas Guatemala canceló el contrato y México hizo un giro a tiempo,Negative
1421283205810953984,2021-07-31 01:34:57+00:00,A Gonzalez Rioja,811,Bolivia,Bolivia,Bolivia,0,"De las 5,2 MM de Sputnik contratadas, #Bolivia sólo recibió 1,2 MM en siete envíos https://t.co/3uEbSuJfeX",NONE,NONIRONIC,OBJECTIVE,neu,De las 5 2 MM de Sputnik contratadas Bolivia sólo recibió 1 2 MM en siete envíos,Neutral
1420958878137733120,2021-07-30 04:06:11+00:00,Severino Bustillos,136,,Bolivia,Bolivia,1,"@marianacajias Ahora la 2da dosis de sputnik V. No existe.
  El discurso del gobierno ya es criminal, que puede aplicar otra vacuna en lugar de la rusa.",N,NONIRONIC,OBJECTIVE,neg,Ahora la 2da dosis de sputnik V No existe El discurso del gobierno ya es criminal que puede aplicar otra vacuna en lugar de la rusa,Negative
1420110963764829952,2021-07-27 19:56:52+00:00,A Gonzalez Rioja,811,Bolivia,Bolivia,Bolivia,0,"De las 5,2 MM de Sputnik contratadas, #Bolivia sólo recibió 1,2 MM en siete envíos https://t.co/3uEbSuJfeX vía @ejutv",NONE,NONIRONIC,OBJECTIVE,neu,De las 5 2 MM de Sputnik contratadas Bolivia sólo recibió 1 2 MM en siete envíos,Neutral
1420011938927496960,2021-07-27 13:23:23+00:00,Gustavo Heredia,678,Aquí y ahora,Bolivia,Bolivia,0,@merguzf Hasta donde yo se habían 6 millones de argentinos con primera dosis de Sputnik. Sabes q harán con ellos?,NONE,NONIRONIC,OBJECTIVE,neu,Hasta donde yo se habían 6 millones de argentinos con primera dosis de Sputnik Sabes q harán con ellos,Neutral
1419998806469447936,2021-07-27 12:31:12+00:00,willma arancibia,63,,Bolivia,Bolivia,1,"La caja de salud bancaria me pusieron la vacuna sputnik v, ya que aportamos como jubilados tienen obligación de protegernos con una nueva vacuna. Al gobierno no le interesa nuestra salud",N,NONIRONIC,OBJECTIVE,neg,La caja de salud bancaria me pusieron la vacuna sputnik v ya que aportamos como jubilados tienen obligación de protegernos con una nueva vacuna Al gobierno no le interesa nuestra salud,Negative
1419684097555930880,2021-07-26 15:40:39+00:00,Juan Carlos Velarde,1512,"La Paz, Bolivia",Bolivia,Bolivia,2,"Es preferible esperar a un otro gobierno capaz, a esperar la 2da dosis de la sputnik.",N,NONIRONIC,OBJECTIVE,neg,Es preferible esperar a un otro gobierno capaz a esperar la 2da dosis de la sputnik,Negative
1419635955254930944,2021-07-26 12:29:21+00:00,Annelissie Arrázola,2994,"Santa Cruz, Bolivia",Bolivia,Bolivia,9,"Sería bueno que el señor presidente de una conferencia de prensa con la SOLUCIÓN a esta desgracia. Seguimos despidiendo personas valiosas, qué injusto. #nohaySputnik #sputnik #DosisdeEspera",N,NONIRONIC,SUBJECTIVE,neg,Sería bueno que el señor presidente de una conferencia de prensa con la SOLUCIÓN a esta desgracia Seguimos despidiendo personas valiosas qué injusto nohaySputnik sputnik DosisdeEspera,Negative
1419093201453989888,2021-07-25 00:32:39+00:00,jose  pantoja,54,Bolivia1234,Bolivia,Bolivia,0,"@CFValverde Este paramédico formado en Cuba, asevera cualquier estupidez, la SPUTNIK V no tiene certificación de la OMS y de la UE",N,NONIRONIC,OBJECTIVE,neg,Este paramédico formado en Cuba asevera cualquier estupidez la SPUTNIK V no tiene certificación de la OMS y de la UE,Negative
1418915625439728128,2021-07-24 12:47:01+00:00,Severino Bustillos,136,,Bolivia,Bolivia,3,"@NormaPierola @LuchoXBolivia @evoespueblo @LaramaDavid @ivanlimamagne @JeysonAuza @BBlancoF @SaludDeportesBo @SaavedraMamen @ToninoAcha @CFValverde @educamposv @alomarianela @JeanineAnez @YerkoGarafulic @ErbolDigital @noticiasfides @pukacosa Este descuido intencional( dolo). Es criminal de parte del gobierno, porque atenta contra la vida del pueblo boliviano.  Sputnik V. (5).  tiene límite máximo de 90 días.",N,NONIRONIC,OBJECTIVE,neg,Este descuido intencional dolo Es criminal de parte del gobierno porque atenta contra la vida del pueblo boliviano Sputnik V 5 tiene límite máximo de 90 días,Negative
1418760889356984064,2021-07-24 02:32:09+00:00,willma arancibia,63,,Bolivia,Bolivia,0,"@QueNoMePierdaBo pregunte al min salud, si no importa el 30% que se vacuno con sputnik",NONE,NONIRONIC,OBJECTIVE,neg,pregunte al min salud si no importa el 30 que se vacuno con sputnik,Neutral
1418760312485040128,2021-07-24 02:29:52+00:00,willma arancibia,63,,Bolivia,Bolivia,0,"El ministro dice, que solo 30% es con sputnik, que no es mucha gente... Es decir que nos podemos aguantar no mas. Por que no previnieron antes para no vacunar con sputnik.",N,NONIRONIC,OBJECTIVE,neg,El ministro dice que solo 30 es con sputnik que no es mucha gente Es decir que nos podemos aguantar no mas Por que no previnieron antes para no vacunar con sputnik,Negative
1418759761948990976,2021-07-24 02:27:41+00:00,willma arancibia,63,,Bolivia,Bolivia,1,"En la caja de salud de la banca privada vacunaron con la sputnik v, y no seremos las 400mil que dicen, pero somos personas que esperamos la segunda dosis. Que hacemos entre tanto, una prueba de cuánta inmunidad tenemos??  Mal de muchos consuelo de tontos.",N,NONIRONIC,SUBJECTIVE,neg,En la caja de salud de la banca privada vacunaron con la sputnik v y no seremos las 400mil que dicen pero somos personas que esperamos la segunda dosis Que hacemos entre tanto una prueba de cuánta inmunidad tenemos Mal de muchos consuelo de tontos,Negative
1418615606845320960,2021-07-23 16:54:51+00:00,Julio E. Vargas R.,12,Cochabamba,Bolivia,Bolivia,0,"La prensa basura mientras haya noticia para desestabilizar lo amplificaran durante semanas, a pesar que Rusia con datos técnicos informó que los que recibieron el sputnik están con una protección del 80% https://t.co/JRgRekDEHt",N,NONIRONIC,SUBJECTIVE,neg,La prensa basura mientras haya noticia para desestabilizar lo amplificaran durante semanas a pesar que Rusia con datos técnicos informó que los que recibieron el sputnik están con una protección del 80,Negative
1418574399209452032,2021-07-23 14:11:07+00:00,Roberto Padilla,27,,Bolivia,Bolivia,0,"@havedia @FreddyRejas @CFValverde Estamos hablando de Sputnik, tu artículo habla de la combinación de otras vacunas. Además uno no puede decidir que vacuna usar como 2da dosis, eso lo define el ministro de salud y no ha dado ninguna instrucción de ese tipo.",N,NONIRONIC,OBJECTIVE,neu,Estamos hablando de Sputnik tu artículo habla de la combinación de otras vacunas Además uno no puede decidir que vacuna usar como 2da dosis eso lo define el ministro de salud y no ha dado ninguna instrucción de ese tipo,Negative
1418405809562821120,2021-07-23 03:01:12+00:00,Severino Bustillos,136,,Bolivia,Bolivia,0,@GonzaloQuirogaS @CarmenEGonzale2 @jorgerichter Car... Con estan vacunando en la CN. Estan inyectando falsos sputnik V.? Ese bestia de richter sigue mintiendo.,N,NONIRONIC,SUBJECTIVE,neu,Car Con estan vacunando en la CN Estan inyectando falsos sputnik V Ese bestia de richter sigue mintiendo,Negative
1418304256503845120,2021-07-22 20:17:40+00:00,Rossy Romero,345,"Santa Cruz ,Bolivia",Bolivia,Bolivia,1,"@mavica81 @Gustavo46027887 Urgente  debe darlo de baja y contratar vacunas como Pfizer , Moderna inJohnson y Johnson para comenzar de cero , com los que se pusieron la 1ra dosis de Sputnik hace más de 3 meses . Ahora sobran vacunas que hasta las regalan",P,NONIRONIC,OBJECTIVE,neu,Urgente debe darlo de baja y contratar vacunas como Pfizer Moderna inJohnson y Johnson para comenzar de cero com los que se pusieron la 1ra dosis de Sputnik hace más de 3 meses Ahora sobran vacunas que hasta las regalan,Positive
1418303274399186944,2021-07-22 20:13:46+00:00,Rossy Romero,345,"Santa Cruz ,Bolivia",Bolivia,Bolivia,6,"@nachomdeo @Gustavo46027887 Yo soy una de las que tiene una sola dosis de la Sputnik. El gobierno debería comprar Pfizer ,Moderna o J&amp;J y comenzar de cero con  la gente que ya tiene más de 3 meses de vacunada . Es lo único que se puede hacer",N,NONIRONIC,OBJECTIVE,neu,Yo soy una de las que tiene una sola dosis de la Sputnik El gobierno debería comprar Pfizer Moderna o J amp J y comenzar de cero con la gente que ya tiene más de 3 meses de vacunada Es lo único que se puede hacer,Negative
1418218634434925056,2021-07-22 14:37:26+00:00,Alberto Machicao B.,1016,Bolivia,Bolivia,Bolivia,0,"Rusia ha demostrado al mundo entero q son incapaces de producir su vacuna Sputnik V, tiene problemas de incumplimiento en la misma Rusia y con todos los países donde tienen contratos incumplidos, sino pregúntenle al gaucho Fernandez!!",N,NONIRONIC,OBJECTIVE,neg,Rusia ha demostrado al mundo entero q son incapaces de producir su vacuna Sputnik V tiene problemas de incumplimiento en la misma Rusia y con todos los países donde tienen contratos incumplidos sino pregúntenle al gaucho Fernandez,Negative
1418199914559980032,2021-07-22 13:23:03+00:00,Andrea Barrientos S,4414,Bolivia,Bolivia,Bolivia,2,"Atención Cochabamba: 
La gente que este afiliada en la CNS y tengan su turno para las fechas 22 y 23 para la segunda dosis de SPUTNIK V Pueden pasar por el coliseo Grover Suárez/Costanera para colocarse la segunda dosis.

https://t.co/SGjhLzA9eQ

#Vacunaté",NONE,NONIRONIC,OBJECTIVE,neu,Atención Cochabamba La gente que este afiliada en la CNS y tengan su turno para las fechas 22 y 23 para la segunda dosis de SPUTNIK V Pueden pasar por el coliseo Grover Suárez Costanera para colocarse la segunda dosis Vacunaté,Neutral
1418013396851699968,2021-07-22 01:01:53+00:00,Toniowayne,50,"La Paz, Bolivia",Bolivia,Bolivia,0,"@grupoeldeber Y la platita al pedo y al bolsillo. Como los Rusos nos regalaron las pvt4s vacunas…..

Ay! Me olvidaba de la clausulita de confidencialidad, que casualidad.

Los gringos que nos **regalaron** pfizer y Jhonson y Jhonson, que pena por los caidos en el fiasco comunacho se Sputnik V",N,NONIRONIC,SUBJECTIVE,neg,Y la platita al pedo y al bolsillo Como los Rusos nos regalaron las pvt4s vacunas Ay Me olvidaba de la clausulita de confidencialidad que casualidad Los gringos que nos regalaron pfizer y Jhonson y Jhonson que pena por los caidos en el fiasco comunacho se Sputnik V,Negative
1418000818263965952,2021-07-22 00:11:54+00:00,Lulo,855,Bolivia,Bolivia,Bolivia,8,"Que harán las personas que tienen la primera dosis de la Sputnik, tenemos un gobierno de mierda, pero el ministro de película de horror sale en hombros, que país el que nos gastamos.",N+,NONIRONIC,SUBJECTIVE,neg,Que harán las personas que tienen la primera dosis de la Sputnik tenemos un gobierno de mierda pero el ministro de película de horror sale en hombros que país el que nos gastamos,Negative
1414659369417986048,2021-07-12 18:54:11+00:00,CocodriLoki,463,"Cochabamba, Bolivia",Bolivia,Bolivia,0,@jacn1972 Hoy me diero  la 2da dosis de sputnik. Sin líos. Todo tranquili en la Costanera,P,NONIRONIC,OBJECTIVE,pos,Hoy me diero la 2da dosis de sputnik Sin líos Todo tranquili en la Costanera,Positive
1413450581520183040,2021-07-09 10:50:53+00:00,Miroslava Fernández,24413,Cochabamba | La Paz | World,Bolivia,Bolivia,25,Arriba al país vacunas Sputnik V que darán la segunda dosis a varios ciudadanos en esta fase de inoculación contra el COVID-19 https://t.co/TCBxTSjwDx,NEU,NONIRONIC,OBJECTIVE,neu,Arriba al país vacunas Sputnik V que darán la segunda dosis a varios ciudadanos en esta fase de inoculación contra el COVID 19,Neutral
1413449730017751040,2021-07-09 10:47:30+00:00,𝙻𝚊 🌓 con e que ya no es.,900,[...],Bolivia,Bolivia,0,"@BolCuantas ¿Sabes si las Sputnik son para primera o segunda dosis? Gracias por el dato, haces un gran trabajo!",P+,NONIRONIC,OBJECTIVE,pos,Sabes si las Sputnik son para primera o segunda dosis Gracias por el dato haces un gran trabajo,Positive
1410409616857615872,2021-07-01 01:27:11+00:00,Cardo T.,63,Santa Cruz - Bolivia,Bolivia,Bolivia,0,"""Si el mensaje de @LuchoXBolivia no es sobre:
Devolución de los aportes de las AFPs
Llegada de las vacunas Sputnik V
Préstamos para incentivar la economía
Será un mensaje al pedo"" 🤔😏 #Bolivia",N,NONIRONIC,SUBJECTIVE,neg,Si el mensaje de no es sobre Devolución de los aportes de las AFPs Llegada de las vacunas Sputnik V Préstamos para incentivar la economía Será un mensaje al pedo Bolivia,Negative
1410335861133221888,2021-06-30 20:34:06+00:00,Georgina Jiménez,909,,Bolivia,Bolivia,1,@Leonaypeleona ¡Pero tan rápido segunda dosis! Con la sputnik me vacunaron  el 24 de mayo y hasta 23 de agosto me citaron para 2da. dosis. Ahora ya no sabemos si llegarán 2das. dosis .,P,NONIRONIC,SUBJECTIVE,neu,Pero tan rápido segunda dosis Con la sputnik me vacunaron el 24 de mayo y hasta 23 de agosto me citaron para 2da dosis Ahora ya no sabemos si llegarán 2das dosis,Positive
1410311819747593984,2021-06-30 18:58:34+00:00,Francesco Zaratti,20472,"bolivia, la paz",Bolivia,Bolivia,16,"Me suena familiar….

Componente 2 de la Sputnik V: crónica de una muerte anunciada hace 164 días en Rusia - https://t.co/ohZ9C7zZDY",N,NONIRONIC,OBJECTIVE,neg,Me suena familiar Componente 2 de la Sputnik V crónica de una muerte anunciada hace 164 días en Rusia,Negative
