id,date,user_displayname,user_followers_count,user_location,place_name,place_country,like_count,content,sentiment
1435018324711247872,2021-09-06 23:13:24+00:00,Georgina Jiménez,909,,Bolivia,Bolivia,0,"Vacunados con Sputnik V en mayo, siguen cargando con irresponsabilidad autoridades."" No se podrán adelantar fechas de vacunación, por lo que las personas que recibieron la primera dosis de la vacuna rusa en mayo deben esperar la llegada de otro lote"". https://t.co/weQ7BFKVv5",neg
1434149047196167936,2021-09-04 13:39:12+00:00,Josseph F. Vargas Barrios,69,"Santa Cruz, Bolivia",Bolivia,Bolivia,0,"¿Y el show para cuándo?, ya no se lo ve al ministropresidente @LuchoXBolivia montado en las cajas con el puño en alto. 😂😂😂🤡🤡🤡

Llegan 30.000 segundas dosis de Sputnik V y aún faltan 293.000 para quienes se vacunaron desde mediados de mayo.
https://t.co/LP7WVHPlEi",neg
1433397993064082944,2021-09-02 11:54:47+00:00,Miroslava Fernández,24413,Cochabamba | La Paz | World,Bolivia,Bolivia,0,"El  13 de agosto el país recibió 150 mil de la 2da dosis de la Sputnik V, por la alta demanda el lote se terminó en pocos días. Desde esa fecha, el Gob. anunció al menos 3 veces la llegada de un nuevo envío de este 2do componente, pero no recibió nada.
 https://t.co/vVcTPU4EfN",neg
1432356228554969088,2021-08-30 14:55:11+00:00,María Fernanda Alandia,78,Bolivia,Bolivia,Bolivia,0,Hay un nuevo cronograma para la segunda dosis de Sputnik? Dónde están vacunando?,neu
1428028002454155008,2021-08-18 16:16:21+00:00,Marcelo Paz Soldan,3662,"Cochabamba, Bolivia",Bolivia,Bolivia,4,"A pesar de que acá hay las segundas dosis de las vacunas Sputnik, sólo la administran a los que están asegurados a la Caja Nacional. De no creer!!! https://t.co/2kRRfslDVJ",neg
1427951272771138048,2021-08-18 11:11:28+00:00,willma arancibia,63,,Bolivia,Bolivia,1,"Escuchando las noticias todos comentan el informe del GIE, pero a continuación la propaganda del gobierno distorsiona a su favor utilizando sólo partes. Y yo solo esperando noticias de la segunda vacuna sputnik v y naides informa, iré a buscar ni modo.",neg
1427692524353860096,2021-08-17 18:03:17+00:00,Marcelo Paz Soldan,3662,"Cochabamba, Bolivia",Bolivia,Bolivia,17,"He salido, nuevamente, en busca de la 2 dosis de Sputnik. El 1er lugar, donde originalmente me vacunaron, no había. En el 2do no quisieron hacerlo porque no me vacunaron ahí la primera dosis. En3er se agotó el cupo. En el 4to y 5to se acabó. Al menos ya tengo mi forro de plástico",neg
1427412744358277120,2021-08-16 23:31:32+00:00,Rodri T.,563,"Santa Cruz, Bolivia",Bolivia,Bolivia,7,Agosto de 2021 y los presentadores de noticias bolivianos siguen diciendo “Sputnik CINCO”.,neu
1427286594210483968,2021-08-16 15:10:16+00:00,Luigi Baudoin,762,Bolivia,Bolivia,Bolivia,3,"Dos buenas, dos malas...Están vacunando con la segunda dosis de la Sputnik y mañana me toca...Hay una cola de tres kilómetros y tendré que madrugar jsjsjs...",neu
1425824834697715968,2021-08-12 14:21:45+00:00,Alberto Machicao B.,1016,Bolivia,Bolivia,Bolivia,0,"Strongest recibió de Always Ready, doble “vacunas”, con la Sputnik y la “Rastra Ceneca”😂😂",neu
1425518378819727104,2021-08-11 18:04:01+00:00,Svetlana Salvatierra Frontanilla,4475,"Santa Cruz, Bolivia",Bolivia,Bolivia,1,"No se agradece nada al Gobierno porque generaron preocupación en adultos mayores a quienes deberían darles #paz. Hoy vacunaron a mi mamá, después de más de 3 meses con la dosis 2 de #Sputnik. La molestia no acaba porque aún no confirman si llegará esta vacuna para los de #octubre",neg
1425113160726482944,2021-08-10 15:13:49+00:00,Alberto Machicao B.,1016,Bolivia,Bolivia,Bolivia,1,@AndrsGomezV @RadioCompanera1 Dónde están!!! Queste las Sputnik V??!?,neg
1424441860395781888,2021-08-08 18:46:19+00:00,David Sueton,232,Cochabamba - Bolivia,Bolivia,Bolivia,0,"Luis Arce: ""Como había comprometido, el Fondo Ruso de Inversión Directa ha entregado a #Bolivia  las segundas dosis necesarias  de la vacuna #Sputnik V. Las vacunas llegan en lotes y comenzarán a aplicarse en esta semana"". https://t.co/fPYjK8950V",pos
1422637092224524032,2021-08-03 19:14:48+00:00,Fabiana Rabczuk,79,"Santa Cruz, Bolivia",Bolivia,Bolivia,0,@BBlancoF @abi_bolivia @Canal_BoliviaTV @noticiasfides Y pa' cuándo las Sputnik V???? 😠😠😠,neg
1422297238555004928,2021-08-02 20:44:21+00:00,Yesenia Flores Corrales🇧🇴,127,"Bolivia, Santa Cruz ",Bolivia,Bolivia,0,"#SantaCruz
Gobernación exige al Gobierno Nacional dar certidumbre a la población que les toca recibir su segunda dosis de Sputnik V. En agosto más de 43 mil personas esperan completar su esquema de la inmunización con la vacuna rusa. https://t.co/U9k80YYJJ2",neg
1421637833740242944,2021-08-01 01:04:06+00:00,Luis Angulo,6,"Cochabamba, Bolivia",Bolivia,Bolivia,0,"@drhuerta en su opinión, cree que es conveniente que me vacune las 2 dosis de Pfizer o moderna estando en USA en noviembre, si no llega la 2da dosis de Sputnik v a Bolivia hasta esa fecha? La 1ra la recibí en Mayo",neu
1421579490321474048,2021-07-31 21:12:16+00:00,fernandomaldonado,84,,Bolivia,Bolivia,1,"@rtp_bolivia El Gobierno y sus violentos nos tratan cada día peor, la segunda dosis de sputnik sigue sin aparecer y la trucha defensora no se entera, inventarios tipo de falacias para justificar su violento accionar y apresar a inocentes y los violentos y destructores del país son liberados.",neg
1421306302056354048,2021-07-31 03:06:43+00:00,Marcelo Paz Soldan,3662,"Cochabamba, Bolivia",Bolivia,Bolivia,52,"Yo que me he vacunado únicamente con la primera dosis de la Sputnik (la segunda nunca llegó), veo, observo, calladito, a los que ahora se vacunan con la Johnson &amp; johnson.",neg
1421283502058840064,2021-07-31 01:36:07+00:00,A Gonzalez Rioja,811,Bolivia,Bolivia,Bolivia,0,"Cada vez más países tienen problemas con la Sputnik V: Bolivia analiza combinar vacunas, Guatemala canceló el contrato y México hizo un giro a tiempo https://t.co/qy3h0KTqGl",neg
1421283205810953984,2021-07-31 01:34:57+00:00,A Gonzalez Rioja,811,Bolivia,Bolivia,Bolivia,0,"De las 5,2 MM de Sputnik contratadas, #Bolivia sólo recibió 1,2 MM en siete envíos https://t.co/3uEbSuJfeX",neu
1420958878137733120,2021-07-30 04:06:11+00:00,Severino Bustillos,136,,Bolivia,Bolivia,1,"@marianacajias Ahora la 2da dosis de sputnik V. No existe.
  El discurso del gobierno ya es criminal, que puede aplicar otra vacuna en lugar de la rusa.",neg
1420110963764829952,2021-07-27 19:56:52+00:00,A Gonzalez Rioja,811,Bolivia,Bolivia,Bolivia,0,"De las 5,2 MM de Sputnik contratadas, #Bolivia sólo recibió 1,2 MM en siete envíos https://t.co/3uEbSuJfeX vía @ejutv",neu
1420011938927496960,2021-07-27 13:23:23+00:00,Gustavo Heredia,678,Aquí y ahora,Bolivia,Bolivia,0,@merguzf Hasta donde yo se habían 6 millones de argentinos con primera dosis de Sputnik. Sabes q harán con ellos?,neu
1419998806469447936,2021-07-27 12:31:12+00:00,willma arancibia,63,,Bolivia,Bolivia,1,"La caja de salud bancaria me pusieron la vacuna sputnik v, ya que aportamos como jubilados tienen obligación de protegernos con una nueva vacuna. Al gobierno no le interesa nuestra salud",neg
1419684097555930880,2021-07-26 15:40:39+00:00,Juan Carlos Velarde,1512,"La Paz, Bolivia",Bolivia,Bolivia,2,"Es preferible esperar a un otro gobierno capaz, a esperar la 2da dosis de la sputnik.",neg
1419635955254930944,2021-07-26 12:29:21+00:00,Annelissie Arrázola,2994,"Santa Cruz, Bolivia",Bolivia,Bolivia,9,"Sería bueno que el señor presidente de una conferencia de prensa con la SOLUCIÓN a esta desgracia. Seguimos despidiendo personas valiosas, qué injusto. #nohaySputnik #sputnik #DosisdeEspera",neg
1419093201453989888,2021-07-25 00:32:39+00:00,jose  pantoja,54,Bolivia1234,Bolivia,Bolivia,0,"@CFValverde Este paramédico formado en Cuba, asevera cualquier estupidez, la SPUTNIK V no tiene certificación de la OMS y de la UE",neg
1418915625439728128,2021-07-24 12:47:01+00:00,Severino Bustillos,136,,Bolivia,Bolivia,3,"@NormaPierola @LuchoXBolivia @evoespueblo @LaramaDavid @ivanlimamagne @JeysonAuza @BBlancoF @SaludDeportesBo @SaavedraMamen @ToninoAcha @CFValverde @educamposv @alomarianela @JeanineAnez @YerkoGarafulic @ErbolDigital @noticiasfides @pukacosa Este descuido intencional( dolo). Es criminal de parte del gobierno, porque atenta contra la vida del pueblo boliviano.  Sputnik V. (5).  tiene límite máximo de 90 días.",neg
1418760889356984064,2021-07-24 02:32:09+00:00,willma arancibia,63,,Bolivia,Bolivia,0,"@QueNoMePierdaBo pregunte al min salud, si no importa el 30% que se vacuno con sputnik",neg
1418760312485040128,2021-07-24 02:29:52+00:00,willma arancibia,63,,Bolivia,Bolivia,0,"El ministro dice, que solo 30% es con sputnik, que no es mucha gente... Es decir que nos podemos aguantar no mas. Por que no previnieron antes para no vacunar con sputnik.",neg
1418759761948990976,2021-07-24 02:27:41+00:00,willma arancibia,63,,Bolivia,Bolivia,1,"En la caja de salud de la banca privada vacunaron con la sputnik v, y no seremos las 400mil que dicen, pero somos personas que esperamos la segunda dosis. Que hacemos entre tanto, una prueba de cuánta inmunidad tenemos??  Mal de muchos consuelo de tontos.",neg
1418615606845320960,2021-07-23 16:54:51+00:00,Julio E. Vargas R.,12,Cochabamba,Bolivia,Bolivia,0,"La prensa basura mientras haya noticia para desestabilizar lo amplificaran durante semanas, a pesar que Rusia con datos técnicos informó que los que recibieron el sputnik están con una protección del 80% https://t.co/JRgRekDEHt",neg
1418574399209452032,2021-07-23 14:11:07+00:00,Roberto Padilla,27,,Bolivia,Bolivia,0,"@havedia @FreddyRejas @CFValverde Estamos hablando de Sputnik, tu artículo habla de la combinación de otras vacunas. Además uno no puede decidir que vacuna usar como 2da dosis, eso lo define el ministro de salud y no ha dado ninguna instrucción de ese tipo.",neu
1418405809562821120,2021-07-23 03:01:12+00:00,Severino Bustillos,136,,Bolivia,Bolivia,0,@GonzaloQuirogaS @CarmenEGonzale2 @jorgerichter Car... Con estan vacunando en la CN. Estan inyectando falsos sputnik V.? Ese bestia de richter sigue mintiendo.,neu
1418304256503845120,2021-07-22 20:17:40+00:00,Rossy Romero,345,"Santa Cruz ,Bolivia",Bolivia,Bolivia,1,"@mavica81 @Gustavo46027887 Urgente  debe darlo de baja y contratar vacunas como Pfizer , Moderna inJohnson y Johnson para comenzar de cero , com los que se pusieron la 1ra dosis de Sputnik hace más de 3 meses . Ahora sobran vacunas que hasta las regalan",neu
1418303274399186944,2021-07-22 20:13:46+00:00,Rossy Romero,345,"Santa Cruz ,Bolivia",Bolivia,Bolivia,6,"@nachomdeo @Gustavo46027887 Yo soy una de las que tiene una sola dosis de la Sputnik. El gobierno debería comprar Pfizer ,Moderna o J&amp;J y comenzar de cero con  la gente que ya tiene más de 3 meses de vacunada . Es lo único que se puede hacer",neu
1418218634434925056,2021-07-22 14:37:26+00:00,Alberto Machicao B.,1016,Bolivia,Bolivia,Bolivia,0,"Rusia ha demostrado al mundo entero q son incapaces de producir su vacuna Sputnik V, tiene problemas de incumplimiento en la misma Rusia y con todos los países donde tienen contratos incumplidos, sino pregúntenle al gaucho Fernandez!!",neg
1418199914559980032,2021-07-22 13:23:03+00:00,Andrea Barrientos S,4414,Bolivia,Bolivia,Bolivia,2,"Atención Cochabamba: 
La gente que este afiliada en la CNS y tengan su turno para las fechas 22 y 23 para la segunda dosis de SPUTNIK V Pueden pasar por el coliseo Grover Suárez/Costanera para colocarse la segunda dosis.

https://t.co/SGjhLzA9eQ

#Vacunaté",neu
1418013396851699968,2021-07-22 01:01:53+00:00,Toniowayne,50,"La Paz, Bolivia",Bolivia,Bolivia,0,"@grupoeldeber Y la platita al pedo y al bolsillo. Como los Rusos nos regalaron las pvt4s vacunas…..

Ay! Me olvidaba de la clausulita de confidencialidad, que casualidad.

Los gringos que nos **regalaron** pfizer y Jhonson y Jhonson, que pena por los caidos en el fiasco comunacho se Sputnik V",neg
1418000818263965952,2021-07-22 00:11:54+00:00,Lulo,855,Bolivia,Bolivia,Bolivia,8,"Que harán las personas que tienen la primera dosis de la Sputnik, tenemos un gobierno de mierda, pero el ministro de película de horror sale en hombros, que país el que nos gastamos.",neg
1414659369417986048,2021-07-12 18:54:11+00:00,CocodriLoki,463,"Cochabamba, Bolivia",Bolivia,Bolivia,0,@jacn1972 Hoy me diero  la 2da dosis de sputnik. Sin líos. Todo tranquili en la Costanera,pos
1413450581520183040,2021-07-09 10:50:53+00:00,Miroslava Fernández,24413,Cochabamba | La Paz | World,Bolivia,Bolivia,25,Arriba al país vacunas Sputnik V que darán la segunda dosis a varios ciudadanos en esta fase de inoculación contra el COVID-19 https://t.co/TCBxTSjwDx,neu
1413449730017751040,2021-07-09 10:47:30+00:00,𝙻𝚊 🌓 con e que ya no es.,900,[...],Bolivia,Bolivia,0,"@BolCuantas ¿Sabes si las Sputnik son para primera o segunda dosis? Gracias por el dato, haces un gran trabajo!",pos
1410409616857615872,2021-07-01 01:27:11+00:00,Cardo T.,63,Santa Cruz - Bolivia,Bolivia,Bolivia,0,"""Si el mensaje de @LuchoXBolivia no es sobre:
Devolución de los aportes de las AFPs
Llegada de las vacunas Sputnik V
Préstamos para incentivar la economía
Será un mensaje al pedo"" 🤔😏 #Bolivia",neg
1410335861133221888,2021-06-30 20:34:06+00:00,Georgina Jiménez,909,,Bolivia,Bolivia,1,@Leonaypeleona ¡Pero tan rápido segunda dosis! Con la sputnik me vacunaron  el 24 de mayo y hasta 23 de agosto me citaron para 2da. dosis. Ahora ya no sabemos si llegarán 2das. dosis .,neu
1410311819747593984,2021-06-30 18:58:34+00:00,Francesco Zaratti,20472,"bolivia, la paz",Bolivia,Bolivia,16,"Me suena familiar….

Componente 2 de la Sputnik V: crónica de una muerte anunciada hace 164 días en Rusia - https://t.co/ohZ9C7zZDY",neg
1410248119858733056,2021-06-30 14:45:27+00:00,Alvaro Quiroga,1482,"La Paz, Bolivia",Bolivia,Bolivia,77,"¿Si ya te vacunaste con la 1ra dosis de Sputnik, sirve vacunarte con otra vacuna o no es recomendable?

¿Tanto costaba decir que no va a llegar la segunda dosis de la Sputnik?",neu
1410079385986736128,2021-06-30 03:34:58+00:00,Marcelo Paz Soldan,3662,"Cochabamba, Bolivia",Bolivia,Bolivia,3,"Parece que los que nos vacunamos la primera dosis con la Sputnik corremos el riesgo de no ser vacunados con la segunda dosis. Ahora espero que no me echen la culpa de ello —ruego, incluso, que no me inicien proceso—. https://t.co/dbMNIQZC6h",neg
1409573312049683968,2021-06-28 18:04:00+00:00,Georgina Jiménez,909,,Bolivia,Bolivia,1,@kiske_one Según esto la sputnik v no es intercambiable,neg
1409536950902657024,2021-06-28 15:39:31+00:00,Pablo Carpio Mirones,440,Cochabamba - Bolivia,Bolivia,Bolivia,3,"@kiske_one En Rusia ya no hay Sputnik V, yo entendí que la sustituyeron por la Sputnik Light y que es mucho más eficaz en su primera dosis y por eso discontinuaron la V, Argentina está siguiendo de cerca el caso pues tienen más 100 millones de $us en juego",neg
1408768553348698112,2021-06-26 12:46:11+00:00,fernandomaldonado,84,,Bolivia,Bolivia,0,"@jacn1972 @LuchoXBolivia @JeysonAuza @BBlancoF @CFValverde @GobernadorSCZ @grupoeldeber @pagina_siete @alvaradojulgas La segunda dosis de Sputnik, no se podrá comprar pues Rusia la que los produce tiene prioridad en vacunar a su gente pues no alcanzaron ni el 20% de su población vacunada entonces ya estamos con serios problemas, aparte de ello ya se van venciendo los plazos de 1 A 2da. Dosis",neg
1408396718299832064,2021-06-25 12:08:39+00:00,Georgina Jiménez,909,,Bolivia,Bolivia,0,"Pues si es así, estamos en problemas los vacunados con sputnik en Bolivia. https://t.co/cFXHoXKuHy",neg
1408383496012378112,2021-06-25 11:16:06+00:00,fernandomaldonado,84,,Bolivia,Bolivia,3,"@grupoeldeber Son tan básicos y perros del hortelano,haber y como vamos con la Sputnik? serán igual de sinceros en demostrarnos los convenios y costos en la compra de esta vacuna sin segunda dosis?",neu
1408159671144308992,2021-06-24 20:26:42+00:00,Alberto Machicao B.,1016,Bolivia,Bolivia,Bolivia,2,"Muy graves las noticias q llegan de la Argentina y Rusia sobre la vacuna Sputnik V,no hay 2da dosis y Rusia es incapaz de producir más!!q harán  millones de personas a deben recibir la 2?q hará el Trucho Arce al respecto?o esta condenando a la gente a enfermarse de COVID;total q?",neg
1407674263507767040,2021-06-23 12:17:52+00:00,fernandomaldonado,84,,Bolivia,Bolivia,0,"@LosTiemposBol Y siguen postergado la segunda dosis de la Sputnik, sin ninguna explicación, o será mejor ir a Moscú a por ella?",neg
1407445382766944000,2021-06-22 21:08:22+00:00,Alvaro Quiroga,1482,"La Paz, Bolivia",Bolivia,Bolivia,2,¿Alguien sabe si ya ha llegado la segunda dosis de la Sputnik a Bolivia?,neu
1407416923785253120,2021-06-22 19:15:17+00:00,fernandomaldonado,84,,Bolivia,Bolivia,0,@noticiasfides Y no se olviden de mandarle otra a Putin recordándole de mandar la segunda dosis de la Sputnik.,neg
1406711803510465024,2021-06-20 20:33:24+00:00,Luigi Baudoin,762,Bolivia,Bolivia,Bolivia,16,"En Agosto recibo la segunda dosis de la Sputnik, les aseguro que voy a festejar como cosaco!!!",pos
1406479669797531904,2021-06-20 05:10:59+00:00,Marydhoyos @gmail.com,2,,Bolivia,Bolivia,0,Otro imbécil que no tiene la menor idea de lo que se necesita. La sputnik 2 que debería colocarse en 21 días la prolongaron alegremente por tres meses. https://t.co/L1E2fvbkrF,neg
1404876222459490048,2021-06-15 18:59:27+00:00,john Paul Jones,290,América,Bolivia,Bolivia,1,@androlca Yo me apliqué sputnik V y me dolió 3 días. Sin embargo nada diferente a otras 3 vacunas que me tuve que aplicar por temas laborales 😌😌,neg
1404434862254214912,2021-06-14 13:45:38+00:00,Luis Angulo,6,"Cochabamba, Bolivia",Bolivia,Bolivia,0,"@drhuerta un saludo desde Bolivia, si una persona recibe la misma vacuna de Sputnik v en las 2 dosis, es decir 2 de la primera o 2 de la segunda, no está bien protegido? O puede haber algún problema? Gracias",neu
1402314296261071104,2021-06-08 17:19:16+00:00,Queen of Quedé,282,Bolivia,Bolivia,Bolivia,0,"Mi hermano y yo nos estamos aprendiendo diferentes canciones para cuando nos vacunen:
Sinopharm : https://t.co/B1qlAG6CQt
AstraZeneca: https://t.co/bKm1JtkWnI
Sputnik V: https://t.co/h2JxY80nN3 ( si ya se que de Ucrania pero está en ruso)
Pfizer: https://t.co/Bu2QoBuH3U",neu
1402239965531098880,2021-06-08 12:23:54+00:00,Ame Cabrera,94,"La Paz, Bolivia",Bolivia,Bolivia,1,@VanessaGStrelli Creo bebe que solo en la sputnik cambia la primera de la segunda dosis.,neu
1401215598042942976,2021-06-05 16:33:26+00:00,Mbaepoti,123,Bolivia,Bolivia,Bolivia,0,"Si hubiese sido la sputnik estaría haciendo borscht.. Pero, agradecida... https://t.co/pi99NNsB3L",pos
1400914122699596032,2021-06-04 20:35:29+00:00,fernandomaldonado,84,,Bolivia,Bolivia,0,@grupoeldeber Y para cuando la segunda dosis? De sputnik?,neu
1400551618098123008,2021-06-03 20:35:01+00:00,Iñaki Brakamendi 🇧🇴,1143,Bolivia,Bolivia,Bolivia,0,@LuchoXBolivia apuesten pues unas vacunas con @maduro_en porfa! Faltan segundas dosis de Astra Zeneca y unas Sputnik más para el pueblo. Saludos!,neg
1400414991451296000,2021-06-03 11:32:07+00:00,Miroslava Fernández,24413,Cochabamba | La Paz | World,Bolivia,Bolivia,20,"En pleno pico de la pandemia, autoridades del Gobierno confirmaron que no hay fecha exacta para la llegada al país de las segundas dosis de las vacunas AstraZeneca y Sputnik V. https://t.co/80pDifA1AQ",neg
1400095090291494912,2021-06-02 14:20:56+00:00,Fernando Eid,20583,Bolivia,"Santa Cruz De La Sierra , Bolivia",Bolivia,67,"Y ustedes.. ¿Ya se colocaron la vacuna anticovid? Cuéntenme su experiencia

Hoy cumplo una semana de haber recibido la vacuna contra el covid-19 (Sputnik V) y les cuento que no he sentido absolutamente nada raro.. https://t.co/SSMzSKc3lt",pos
1399395418866340096,2021-05-31 16:00:42+00:00,AleC💜💚💜💚,1521,Bolivia,Bolivia,Bolivia,0,"@patriciamireya Yo la Sputnik día 4 sigo medio despistada, leve dolor de cabeza, dormí muy poco",neg
1398659791199813888,2021-05-29 15:17:34+00:00,fernandomaldonado,84,,Bolivia,Bolivia,1,@AnaMarRey Y que sucede con la sputnik V?,neu
1397281025156337920,2021-05-25 19:58:51+00:00,Luis Angulo,6,"Cochabamba, Bolivia",Bolivia,Bolivia,0,"@drhuerta Mi esposa está dando de lactar a mi hija de 9 meses, puede hacerse vacunar con Sinopharm o Sputnik v? Y 2.- son diferentes las 2 dosis de todas las vacunas? O hay alguna que es el mismo elemento? Gracias, Saludos de Bolivia",neu
1396560750945186048,2021-05-23 20:16:44+00:00,@enrike@susano1968🗨,87,Santa Cruz Bolivia,Bolivia,Bolivia,1,@mariposatuitera Ya estamos vacunados esperamos la 2 dosis el 7 de junio mi madre tendra que esperar por la segunda dosis de sputnik el 20 de julio,neg
1396163185573605120,2021-05-22 17:56:57+00:00,@enrike@susano1968🗨,87,Santa Cruz Bolivia,Bolivia,Bolivia,0,"@supermarylicius Yo fui inoculado con sinopharm,mi madre con sputnik v,mi hna  con sinopharm",neu
1395013821140546048,2021-05-19 13:49:47+00:00,luck skywalker,605,Cobija,Bolivia,Bolivia,0,"Portal de noticias Sputnik destacó las palabras del presidente de Rusia, Vladímir Putin, acerca de la ampliación de vínculos ruso-bolivianos. Estos acercamientos se desarrollarán en el sector energético, minería y uso pacífico de tecnologías nucleares.

#BunkerCbbaAKG https://t.co/LNKJNXMl5S",pos
1394801710929960960,2021-05-18 23:46:56+00:00,john Paul Jones,290,América,Bolivia,Bolivia,0,La sputnik debe ser aplicada con 21 días de diferencia entre dosis sin embargo el sedes está diciendo que deben aplicarse con 90 días debido a sugerencia del Ministerio de salud. ¿A qué está jugando el Ministerio?,neu
1394673370483109888,2021-05-18 15:16:57+00:00,Alvaro Quiroga,1482,"La Paz, Bolivia",Bolivia,Bolivia,171,"Mis padres no pudieron recibir la 2da dosis de la vacuna que les tocaba supuestamente hoy porque “no hay vacunas”

La encargada no sabía cuándo estará la segunda dosis de la Sputnik, tampoco sabía el tiempo de diferencia entre 1ra y 2da inyección

Improvisación tras improvisación",neg
1391936143487389952,2021-05-11 02:00:12+00:00,Enrique,1564,Bolivia,Bolivia,Bolivia,14,"Para empezar la semana en 🇧🇴
✅ 1.000.000 de vacunas Sinopharm.
✅ 500.000 vacunas Sputnik V.
✅ Instalación de puntos para vacunación masiva.
✅ Vacunación para los periodistas que trabajan en primera línea.
#SabemosADóndeVamos 
#DosisDeEsperanza 
#FelizLunes",pos
1391742798202875904,2021-05-10 13:11:55+00:00,luck skywalker,605,Cobija,Bolivia,Bolivia,0,"ÚltimoMomento │ El presidente de Bolivia, Luis Arce anunció la llegada al país de 500 mil dosis Sputnik V y 1 millón de vacunas Sinopharm, este lote arribará al territorio nacional esta semana. https://t.co/MiQLqqCTu4",pos
1390166717142295040,2021-05-06 04:49:08+00:00,A Gonzalez Rioja,811,Bolivia,Bolivia,Bolivia,0,"Segunda dosis de vacuna Sputnik V puede aplicarse hasta 3 meses después: Centro Gamaleya https://t.co/pTjAut6MDn
#Bolivia",pos
1387829392739652096,2021-04-29 18:01:26+00:00,Paola R. Senseve T.,4417,"New York, NY",Bolivia,Bolivia,103,Mamá y papá recibieron la primera dosis de la Sputnik V hoy. Ya está. Ahora necesito llorar y festejar y llorar y festejar.,neu
1387049830531227904,2021-04-27 14:23:44+00:00,Alberto Machicao B.,1016,Bolivia,Bolivia,Bolivia,1,"Que gobierno patético, nuevamente fueron hechos a un lado por los fabricantes de las vacunas Astra Zeneca y la Sputnik V, esto es trabajar sin seriedad, mintiendo y con una mediocridad inigualable!!!!",neg
1385772858455073024,2021-04-24 01:49:30+00:00,A Gonzalez Rioja,811,Bolivia,Bolivia,Bolivia,4,Sputnik V: por qué cada vez más países recurren a la vacuna rusa contra la COVID-19 https://t.co/k9CXsUbtV0 vía @muyinteresante,neu
1384475922783425024,2021-04-20 11:55:56+00:00,hernan roman,107,Santa Cruz-Bolivia,Bolivia,Bolivia,0,"Mas de 5 millones de vacunas SPUTNIK V para Bolivia, confirmó el presidente Putin https://t.co/GieBL8WOiV",pos
1384147217749925888,2021-04-19 14:09:47+00:00,Armin Copa Monzón,3113,"La Paz, Bolivia",Bolivia,Bolivia,0,"#deÚltimo
#RadioLider97 
Embajador de #Rusia, Mijaíl Ledenév, estima que entre mayo y junio se regularizará la entrega de vacunas Sputnik V contra el #Covid_19 a #Bolivia, afirma que existe una escasez mundial de vacunas https://t.co/3WFGX9aCBI",neg
